word,morphemes
voabaratsaike,"[""voa"", ""baratsaike""]"
voabarazy,"[""voa"", ""barazy""]"
voabarera,"[""voa"", ""barera""]"
voabaribary,"[""voa"", ""bary"", ""bary""]"
voabary,"[""voa"", ""bary""]"
voabasy,"[""voa"", ""basy""]"
voabata,"[""voa"", ""bata""]"
voabaty,"[""voa"", ""baty""]"
voabay,"[""voa"", ""bay""]"
voabazabaza,"[""voa"", ""bazabaza""]"
voabeda,"[""voa"", ""beda""]"
voabedabeda,"[""voa"", ""bedabeda""]"
voabedy,"[""voa"", ""bedy""]"
voabena,"[""voa"", ""bena""]"
voabeta,"[""voa"", ""beta""]"
voabiana,"[""voa"", ""biana""]"
voabika,"[""voa"", ""bika""]"
voabila,"[""voa"", ""bila""]"
voabilaka,"[""voa"", ""bilaka""]"
voabingo,"[""voa"", ""bingo""]"
voabira,"[""voa"", ""bira""]"
voabirioka,"[""voa"", ""birioka""]"
voabisike,"[""voa"", ""bisike""]"
voabisioka,"[""voa"", ""bisioka""]"
voabitotse,"[""voa"", ""bitotse""]"
voabitsibitsika,"[""voa"", ""bitsika"", ""bitsika""]"
voabitsika,"[""voa"", ""bitsika""]"
voaboabo,"[""voa"", ""abo"", ""abo""]"
voaboaka,"[""voaka"", ""voaka""]"
voaboatra,"[""voatra"", ""voatra""]"
voaboboka,"[""voa"", ""boboka""]"
voaboboke,"[""voa"", ""boboke""]"
voaboda,"[""voa"", ""boda""]"
voabodo,"[""voa"", ""bodo""]"
voaboerika,"[""voa"", ""boerika""]"
voabohaka,"[""voa"", ""bohaka""]"
voaboka,"[""voa"", ""boka""]"
voaboke,"[""voa"", ""boke""]"
voabokinake,"[""voa"", ""bokinake""]"
voabokitsike,"[""voa"", ""bokitsike""]"
voabonoka,"[""voa"", ""bonoka""]"
voabontsina,"[""voa"", ""bontsina""]"
voabony,"[""voa"", ""abony""]"
voaborabora,"[""voa"", ""borabora""]"
voaboraka,"[""voa"", ""boraka""]"
voaboraraka,"[""voa"", ""bo"", ""raraka""]"
voaboretaka,"[""voa"", ""bo"", ""retaka""]"
voaboribory,"[""voa"", ""bory"", ""bory""]"
voaboritra,"[""voa"", ""boritra""]"
voaboroaka,"[""voa"", ""boroaka""]"
voaborona,"[""voa"", ""borona""]"
voaborosy,"[""voa"", ""borosy""]"
voaborotsaka,"[""voa"", ""bo"", ""rotsaka""]"
voabory,"[""voa"", ""bory""]"
voabosasaka,"[""voa"", ""bosasaka""]"
voabosesika,"[""voa"", ""bo"", ""sesika""]"
voabosibosika,"[""voa"", ""bosika"", ""bosika""]"
voabosika,"[""voa"", ""bosika""]"
voabosy,"[""voa"", ""abosy""]"
voabota,"[""voa"", ""bota""]"
voabotetaka,"[""voa"", ""botetaka""]"
voabotititse,"[""voa"", ""botititse""]"
voabotry,"[""voa"", ""botry""]"
voabove,"[""voa"", ""bove""]"
voadaboboka,"[""voa"", ""daboboka""]"
voadabodaboka,"[""voa"", ""daboka"", ""daboka""]"
voadaboka,"[""voa"", ""daboka""]"
voadaboke,"[""voa"", ""daboke""]"
voadadaboka,"[""voa"", ""dadaboka""]"
voadadina,"[""voa"", ""dadina""]"
voadaina,"[""voa"", ""daina""]"
voadaingidaingy,"[""voa"", ""daingidaingy""]"
voadaka,"[""voa"", ""daka""]"
voadala,"[""voa"", ""adala""]"
voadanadana,"[""voa"", ""danadana""]"
voadanika,"[""voa"", ""danika""]"
voadaraboka,"[""voa"", ""d"", ""ar"", ""aboka""]"
voadaroboka,"[""voa"", ""da"", ""roboka""]"
voadaroka,"[""voa"", ""daroka""]"
voademba,"[""voa"", ""demba""]"
voadera,"[""voa"", ""dera""]"
voadeza,"[""voa"", ""deza""]"
voadia,"[""voa"", ""dia""]"
voadiadia,"[""voa"", ""dia"", ""dia""]"
voadidike,"[""voa"", ""didike""]"
voadidy,"[""voa"", ""didy""]"
voadifika,"[""voa"", ""difika""]"
voadify,"[""voa"", ""dify""]"
voadika,"[""voa"", ""dika""]"
voadilana,"[""voa"", ""dilana""]"
voadilotra,"[""voa"", ""dilotra""]"
voadima,"[""voa"", ""dima""]"
voadimbana,"[""voa"", ""dimbana""]"
voadimby,"[""voa"", ""dimby""]"
voadimy,"[""voa"", ""dimy""]"
voadina,"[""voa"", ""adina""]"
voadinaka,"[""voa"", ""d"", ""in"", ""aka""]"
voadinga,"[""voa"", ""dinga""]"
voadingana,"[""voa"", ""dingana""]"
voadinika,"[""voa"", ""d"", ""in"", ""ika""]"
voadinike,"[""voa"", ""dinike""]"
voadinitra,"[""voa"", ""dinitra""]"
voadio,"[""voa"", ""dio""]"
voadisa,"[""voa"", ""disa""]"
voadisaka,"[""voa"", ""disaka""]"
voadiso,"[""voa"", ""diso""]"
voadisoke,"[""voa"", ""disoke""]"
voaditsaka,"[""voa"", ""ditsaka""]"
voaditsika,"[""voa"", ""ditsika""]"
voadity,"[""voa"", ""dity""]"
voadiva,"[""voa"", ""diva""]"
voadivoady,"[""voady"", ""voady""]"
voadoana,"[""voa"", ""doana""]"
voadobibika,"[""voa"", ""dobibika""]"
voadoboka,"[""voa"", ""doboka""]"
voadodadoda,"[""voa"", ""doda"", ""doda""]"
voadodo,"[""voa"", ""dodo""]"
voadodona,"[""voa"", ""dodona""]"
voadofitra,"[""voa"", ""dofitra""]"
voadofotse,"[""voa"", ""dofotse""]"
voadoka,"[""voa"", ""doka""]"
voadombo,"[""voa"", ""dombo""]"
voadomo,"[""voa"", ""domo""]"
voadona,"[""voa"", ""dona""]"
voadondona,"[""voa"", ""dondona""]"
voadonto,"[""voa"", ""donto""]"
voadoro,"[""voa"", ""doro""]"
voadory,"[""voa"", ""dory""]"
voadotra,"[""voa"", ""dotra""]"
voadrokidroky,"[""voa"", ""drokidroky""]"
voaebo,"[""voa"", ""ebo""]"
voaedede,"[""voa"", ""ede"", ""ede""]"
voaefa,"[""voa"", ""efa""]"
voaefatra,"[""voa"", ""efatra""]"
voaefitra,"[""voa"", ""efitra""]"
voaefitrefitra,"[""voa"", ""efitra"", ""efitra""]"
voaeky,"[""voa"", ""eky""]"
voaelakelaka,"[""voa"", ""elaka"", ""elaka""]"
voaelanela,"[""voa"", ""elanela""]"
voaelanelana,"[""voa"", ""elana"", ""elana""]"
voaelatra,"[""voa"", ""elatra""]"
voaele,"[""voa"", ""ele""]"
voaelo,"[""voa"", ""elo""]"
voaely,"[""voa"", ""ely""]"
voaembike,"[""voa"", ""embike""]"
voaemboka,"[""voa"", ""emboka""]"
voaemboke,"[""voa"", ""emboke""]"
voaembona,"[""voa"", ""embona""]"
voaemonemona,"[""voa"", ""emonemona""]"
voaempaempa,"[""voa"", ""empaempa""]"
voaempaka,"[""voa"", ""empaka""]"
voaempempa,"[""voa"", ""empempa""]"
voaempo,"[""voa"", ""empo""]"
voaempoka,"[""voa"", ""empoka""]"
voaendaka,"[""voa"", ""endaka""]"
voaendake,"[""voa"", ""endake""]"
voaende,"[""voa"", ""ende""]"
voaendrikendrika,"[""voa"", ""endrika"", ""endrika""]"
voaendy,"[""voa"", ""endy""]"
voaene,"[""voa"", ""ene""]"
voaenina,"[""voa"", ""enina""]"
voaenjika,"[""voa"", ""enjika""]"
voaentana,"[""voa"", ""entana""]"
voaepoke,"[""voa"", ""epoke""]"
voaera,"[""voa"", ""era""]"
voaeretseretse,"[""voa"", ""eretseretse""]"
voaeritra,"[""voa"", ""eritra""]"
voaeritreritra,"[""voa"", ""eritra"", ""eritra""]"
voaeritse,"[""voa"", ""eritse""]"
voaesiesy,"[""voa"", ""esiesy""]"
voaeso,"[""voa"", ""eso""]"
voaesotra,"[""voa"", ""esotra""]"
voaetake,"[""voa"", ""etake""]"
voaetona,"[""voa"", ""etona""]"
voaetra,"[""voa"", ""etra""]"
voaetry,"[""voa"", ""etry""]"
voaetsaka,"[""voa"", ""etsaka""]"
voaetsaketsaka,"[""voa"", ""etsaka"", ""etsaka""]"
voaety,"[""voa"", ""ety""]"
voaevoka,"[""voa"", ""evoka""]"
voaevoke,"[""voa"", ""evoke""]"
voaevotra,"[""voa"", ""evotra""]"
voaezaka,"[""voa"", ""ezaka""]"
voafadiditra,"[""voa"", ""fa"", ""diditra""]"
voafaditra,"[""voa"", ""faditra""]"
voafady,"[""voa"", ""fady""]"
voafafa,"[""voa"", ""fafa""]"
voafafatra,"[""voa"", ""fafatra""]"
voafafy,"[""voa"", ""fafy""]"
voafahana,"[""voa"", ""fahana""]"
voafahatra,"[""voa"", ""fahatra""]"
voafahirano,"[""voa"", ""fahirano""]"
voafahitra,"[""voa"", ""fahitra""]"
voafaho,"[""voa"", ""faho""]"
voafahy,"[""voa"", ""fahy""]"
voafaika,"[""voa"", ""faika""]"
voafaingoka,"[""voa"", ""faingoka""]"
voafaitra,"[""voa"", ""faitra""]"
voafaka,"[""voa"", ""f"", ""aka""]"
voafako,"[""voa"", ""fako""]"
voafalana,"[""voa"", ""falana""]"
voafalifaly,"[""voa"", ""faly"", ""faly""]"
voafalo,"[""voa"", ""falo""]"
voafaly,"[""voa"", ""faly""]"
voafama,"[""voa"", ""fama""]"
voafana,"[""voa"", ""afana""]"
voafana,"[""voa"", ""fana""]"
voafandraka,"[""voa"", ""fandraka""]"
voafandrika,"[""voa"", ""fandrika""]"
voafandrotra,"[""voa"", ""fandrotra""]"
voafanga,"[""voa"", ""fanga""]"
voafangitra,"[""voa"", ""fangitra""]"
voafangoka,"[""voa"", ""fangoka""]"
voafangopangotra,"[""voa"", ""fangotra"", ""fangotra""]"
voafangotra,"[""voa"", ""fangotra""]"
voafanjake,"[""voa"", ""fanjake""]"
voafanjike,"[""voa"", ""fanjike""]"
voafantaka,"[""voa"", ""fantaka""]"
voafantina,"[""voa"", ""fantina""]"
voafantoka,"[""voa"", ""fantoka""]"
voafantsika,"[""voa"", ""fantsika""]"
voafantsike,"[""voa"", ""fantsike""]"
voafantsitsitra,"[""voa"", ""fantsitsitra""]"
voafantsona,"[""voa"", ""fantsona""]"
voafaoka,"[""voa"", ""faoka""]"
voafaoke,"[""voa"", ""faoke""]"
voafara,"[""voa"", ""fara""]"
voafarafara,"[""voa"", ""farafara""]"
voafaraingo,"[""voa"", ""faraingo""]"
voafarana,"[""voa"", ""fara"", ""ana""]"
voafarango,"[""voa"", ""farango""]"
voafaritra,"[""voa"", ""faritra""]"
voafaritse,"[""voa"", ""faritse""]"
voafaritsoka,"[""voa"", ""fa"", ""ritsoka""]"
voafatitra,"[""voa"", ""fatitra""]"
voafatotra,"[""voa"", ""fatotra""]"
voafatra,"[""voa"", ""fatra""]"
voafatratra,"[""voa"", ""fatratra""]"
voafay,"[""voa"", ""fay""]"
voafefika,"[""voa"", ""fefika""]"
voafefy,"[""voa"", ""fefy""]"
voafehe,"[""voa"", ""fehe""]"
voafehy,"[""voa"", ""fehy""]"
voafeja,"[""voa"", ""feja""]"
voafelaka,"[""voa"", ""felaka""]"
voafelika,"[""voa"", ""felika""]"
voafelipelika,"[""voa"", ""felika"", ""felika""]"
voafempina,"[""voa"", ""fempina""]"
voafendrofendro,"[""voa"", ""fendrofendro""]"
voafendrotra,"[""voa"", ""fendrotra""]"
voafenja,"[""voa"", ""fenja""]"
voafenjafenja,"[""voa"", ""fenja"", ""fenja""]"
voafenjake,"[""voa"", ""fenjake""]"
voafeno,"[""voa"", ""feno""]"
voafente,"[""voa"", ""fente""]"
voafeny,"[""voa"", ""feny""]"
voafeo,"[""voa"", ""feo""]"
voafere,"[""voa"", ""fere""]"
voafery,"[""voa"", ""fery""]"
voafesana,"[""voa"", ""fesana""]"
voafeta,"[""voa"", ""feta""]"
voafetaka,"[""voa"", ""fetaka""]"
voafetra,"[""voa"", ""fetra""]"
voafetrika,"[""voa"", ""fetrika""]"
voafetsaka,"[""voa"", ""fetsaka""]"
voafetse,"[""voa"", ""fetse""]"
voafetsy,"[""voa"", ""fetsy""]"
voafezaka,"[""voa"", ""fezaka""]"
voafia,"[""voa"", ""fia""]"
voafiaka,"[""voa"", ""fi"", ""aka""]"
voafidy,"[""voa"", ""fidy""]"
voafihina,"[""voa"", ""fihina""]"
voafihitra,"[""voa"", ""fihitra""]"
voafihy,"[""voa"", ""fihy""]"
voafikitra,"[""voa"", ""fi"", ""kitra""]"
voafilatse,"[""voa"", ""filatse""]"
voafily,"[""voa"", ""fily""]"
voafina,"[""voa"", ""a"", ""fina""]"
voafina,"[""voa"", ""fina""]"
voafindra,"[""voa"", ""findra""]"
voafinga,"[""voa"", ""finga""]"
voafingana,"[""voa"", ""fingana""]"
voafingotra,"[""voa"", ""fingotra""]"
voafinja,"[""voa"", ""finja""]"
voafintana,"[""voa"", ""fintana""]"
voafintina,"[""voa"", ""finty"", ""ina""]"
voafinty,"[""voa"", ""finty""]"
voafioka,"[""voa"", ""fioka""]"
voafioke,"[""voa"", ""fioke""]"
voafira,"[""voa"", ""fira""]"
voafirana,"[""voa"", ""fitra"", ""ana""]"
voafisaka,"[""voa"", ""fi"", ""saka""]"
voafisake,"[""voa"", ""fisake""]"
voafisana,"[""voa"", ""f"", ""isa"", ""na""]"
voafitaka,"[""voa"", ""fitaka""]"
voafitake,"[""voa"", ""fitake""]"
voafito,"[""voa"", ""fito""]"
voafitra,"[""voa"", ""a"", ""fitra""]"
voafitra,"[""voa"", ""fitra""]"
voafitsaka,"[""voa"", ""fi"", ""tsaka""]"
voafitse,"[""voa"", ""fitse""]"
voafitsoka,"[""voa"", ""fi"", ""tsoka""]"
voafoaka,"[""voa"", ""foaka""]"
voafoana,"[""voa"", ""foana""]"
voafody,"[""voa"", ""f"", ""ody""]"
voafoe,"[""voa"", ""foe""]"
voafofo,"[""voa"", ""fofo""]"
voafofoka,"[""voa"", ""fofoka""]"
voafofoke,"[""voa"", ""fofoke""]"
voafofona,"[""voa"", ""fofona""]"
voafoha,"[""voa"", ""foha""]"
voafohatra,"[""voa"", ""fohatra""]"
voafohehatra,"[""voa"", ""fohehatra""]"
voafohy,"[""voa"", ""fohy""]"
voafoina,"[""voa"", ""foina""]"
voafoka,"[""voa"", ""foka""]"
voafokatra,"[""voa"", ""fokatra""]"
voafolaka,"[""voa"", ""folaka""]"
voafolake,"[""voa"", ""folake""]"
voafolona,"[""voa"", ""folona""]"
voafoly,"[""voa"", ""foly""]"
voafondrana,"[""voa"", ""fondrana""]"
voafongana,"[""voa"", ""fongana""]"
voafongatra,"[""voa"", ""fongatra""]"
voafongotra,"[""voa"", ""fongotra""]"
voafonitse,"[""voa"", ""fonitse""]"
voafonjafonja,"[""voa"", ""fonjafonja""]"
voafonjo,"[""voa"", ""fonjo""]"
voafono,"[""voa"", ""fono""]"
voafonoka,"[""voa"", ""fonoka""]"
voafonta,"[""voa"", ""fonta""]"
voafora,"[""voa"", ""fora""]"
voaforitra,"[""voa"", ""foritra""]"
voaforo,"[""voa"", ""foro""]"
voaforona,"[""voa"", ""forona""]"
voafosa,"[""voa"", ""fosa""]"
voafositra,"[""voa"", ""fositra""]"
voafotafota,"[""voa"", ""fotafota""]"
voafotana,"[""voa"", ""fotana""]"
voafotetaka,"[""voa"", ""fotetaka""]"
voafotitra,"[""voa"", ""fotitra""]"
voafotofoto,"[""voa"", ""fotofoto""]"
voafototra,"[""voa"", ""fototra""]"
voafototse,"[""voa"", ""fototse""]"
voafotse,"[""voa"", ""fotse""]"
voafotsy,"[""voa"", ""fotsy""]"
voafoy,"[""voa"", ""foy""]"
voafozafoza,"[""voa"", ""foza"", ""foza""]"
voagaboka,"[""voa"", ""gaboka""]"
voagadra,"[""voa"", ""gadra""]"
voagaika,"[""voa"", ""gaika""]"
voagaja,"[""voa"", ""gaja""]"
voagana,"[""voa"", ""gana""]"
voagaona,"[""voa"", ""gaona""]"
voageboka,"[""voa"", ""geboka""]"
voagedragedra,"[""voa"", ""gedra"", ""gedra""]"
voagegoke,"[""voa"", ""gegoke""]"
voagehy,"[""voa"", ""gehy""]"
voageja,"[""voa"", ""geja""]"
voageka,"[""voa"", ""geka""]"
voagenagena,"[""voa"", ""gena"", ""gena""]"
voagia,"[""voa"", ""gia""]"
voagirigirika,"[""voa"", ""girigirika""]"
voagoana,"[""voa"", ""goana""]"
voagoka,"[""voa"", ""goka""]"
voagona,"[""voa"", ""gona""]"
voagorabaka,"[""voa"", ""gorabaka""]"
voagoragora,"[""voa"", ""gora"", ""gora""]"
voagorampa,"[""voa"", ""gorampa""]"
voagorobaka,"[""voa"", ""go"", ""robaka""]"
voagorodana,"[""voa"", ""gorodana""]"
voagororoana,"[""voa"", ""gororoana""]"
voahadihady,"[""voa"", ""hady"", ""hady""]"
voahadino,"[""voa"", ""hadino""]"
voahadotse,"[""voa"", ""hadotse""]"
voahady,"[""voa"", ""hady""]"
voahafatra,"[""voa"", ""hafatra""]"
voahafatse,"[""voa"", ""hafatse""]"
voahafy,"[""voa"", ""ha"", ""fy""]"
voahaha,"[""voa"", ""haha""]"
voahahaka,"[""voa"", ""hahaka""]"
voahahy,"[""voa"", ""hahy""]"
voahaika,"[""voa"", ""haika""]"
voahaingo,"[""voa"", ""haingo""]"
voahaino,"[""voa"", ""haino""]"
voahaitraitra,"[""voa"", ""haitra"", ""haitra""]"
voahaja,"[""voa"", ""haja""]"
voahajare,"[""voa"", ""hajare""]"
voahajary,"[""voa"", ""hajary""]"
voahala,"[""voa"", ""hala""]"
voahalady,"[""voa"", ""ha"", ""lady""]"
voahalaka,"[""voa"", ""halaka""]"
voahalakalaka,"[""voa"", ""halaka"", ""halaka""]"
voahalana,"[""voa"", ""halana""]"
voahalangalana,"[""voa"", ""halangalana""]"
voahale,"[""voa"", ""hale""]"
voahalohalo,"[""voa"", ""halo"", ""halo""]"
voahalotra,"[""voa"", ""halotra""]"
voahamatra,"[""voa"", ""hamatra""]"
voahamba,"[""voa"", ""hamba""]"
voahambahamba,"[""voa"", ""hamba"", ""hamba""]"
voahambo,"[""voa"", ""hambo""]"
voahana,"[""voa"", ""hana""]"
voahanahana,"[""voa"", ""hanahana""]"
voahanaka,"[""voa"", ""hanaka""]"
voahandrina,"[""voa"", ""handrina""]"
voahandro,"[""voa"", ""handro""]"
voahanihany,"[""voa"", ""hanihany""]"
voahanitra,"[""voa"", ""hanitra""]"
voahanjahanja,"[""voa"", ""hanja"", ""hanja""]"
voahanta,"[""voa"", ""hanta""]"
voahanto,"[""voa"", ""hanto""]"
voahantona,"[""voa"", ""hantona""]"
voahantsika,"[""voa"", ""hantsika""]"
voahantsy,"[""voa"", ""hantsy""]"
voahaona,"[""voa"", ""haona""]"
voahaotra,"[""voa"", ""haotra""]"
voahaotse,"[""voa"", ""haotse""]"
voaharaby,"[""voa"", ""haraby""]"
voaharaka,"[""voa"", ""haraka""]"
voaharangarana,"[""voa"", ""harangarana""]"
voahararaotra,"[""voa"", ""hararaotra""]"
voahararo,"[""voa"", ""hararo""]"
voaharato,"[""voa"", ""harato""]"
voaharatra,"[""voa"", ""haratra""]"
voaharatsaka,"[""voa"", ""haratsaka""]"
voaharatse,"[""voa"", ""haratse""]"
voahare,"[""voa"", ""hare""]"
voaharihary,"[""voa"", ""harihary""]"
voaharika,"[""voa"", ""harika""]"
voaharina,"[""voa"", ""hary"", ""ina""]"
voaharo,"[""voa"", ""haro""]"
voaharoka,"[""voa"", ""haroka""]"
voaharona,"[""voa"", ""harona""]"
voahary,"[""voa"", ""hary""]"
voahasina,"[""voa"", ""hasina""]"
voahasohaso,"[""voa"", ""hasohaso""]"
voahataka,"[""voa"", ""hataka""]"
voahatake,"[""voa"", ""hatake""]"
voahatona,"[""voa"", ""hatona""]"
voahatra,"[""voa"", ""hatra""]"
voahatsaka,"[""voa"", ""hatsaka""]"
voahatsika,"[""voa"", ""hatsika""]"
voahaty,"[""voa"", ""haty""]"
voahavana,"[""voa"", ""havana""]"
voahavangavana,"[""voa"", ""havangavana""]"
voahavokavoka,"[""voa"", ""havoka"", ""havoka""]"
voahaza,"[""voa"", ""haza""]"
voahazakazaka,"[""voa"", ""hazakazaka""]"
voahazary,"[""voa"", ""hazary""]"
voahebaheba,"[""voa"", ""hebaheba""]"
voahebiheby,"[""voa"", ""heby"", ""heby""]"
voaheby,"[""voa"", ""heby""]"
voahefahefa,"[""voa"", ""hefahefa""]"
voahefakefaka,"[""voa"", ""hefakefaka""]"
voahefikefika,"[""voa"", ""hefikefika""]"
voahehy,"[""voa"", ""hehy""]"
voahelaka,"[""voa"", ""helaka""]"
voahelina,"[""voa"", ""helina""]"
voahelingelina,"[""voa"", ""helingelina""]"
voahelohelo,"[""voa"", ""helo"", ""helo""]"
voaheloka,"[""voa"", ""heloka""]"
voaheloke,"[""voa"", ""heloke""]"
voahembahemba,"[""voa"", ""hembahemba""]"
voahemotra,"[""voa"", ""hemotra""]"
voahemotse,"[""voa"", ""hemotse""]"
voahena,"[""voa"", ""hena""]"
voahenahena,"[""voa"", ""hena"", ""hena""]"
voahendry,"[""voa"", ""hendry""]"
voaheninkenina,"[""voa"", ""heninkenina""]"
voahenja,"[""voa"", ""henja""]"
voahenjana,"[""voa"", ""henjana""]"
voahenjihenjy,"[""voa"", ""henjy"", ""henjy""]"
voahentitra,"[""voa"", ""hentitra""]"
voahentse,"[""voa"", ""hentse""]"
voaherahera,"[""voa"", ""herahera""]"
voaherina,"[""voa"", ""herina""]"
voaherohero,"[""voa"", ""herohero""]"
voaherongerona,"[""voa"", ""herongerona""]"
voahete,"[""voa"", ""hete""]"
voahetsika,"[""voa"", ""hetsika""]"
voahety,"[""voa"", ""hety""]"
voahevaheva,"[""voa"", ""heva"", ""heva""]"
voahevingevina,"[""voa"", ""hevingevina""]"
voahevitra,"[""voa"", ""hevitra""]"
voahevo,"[""voa"", ""hevo""]"
voaheza,"[""voa"", ""heza""]"
voahiboka,"[""voa"", ""hiboka""]"
voahidy,"[""voa"", ""hidy""]"
voahifika,"[""voa"", ""hifika""]"
voahifotra,"[""voa"", ""hifotra""]"
voahihy,"[""voa"", ""hihy""]"
voahila,"[""voa"", ""hila""]"
voahilahila,"[""voa"", ""hila"", ""hila""]"
voahilana,"[""voa"", ""hilana""]"
voahilangilana,"[""voa"", ""hilangilana""]"
voahily,"[""voa"", ""hily""]"
voahimpa,"[""voa"", ""himpa""]"
voahinakinaka,"[""voa"", ""hinaka"", ""hinaka""]"
voahindrahindra,"[""voa"", ""hindrahindra""]"
voahinjihinjy,"[""voa"", ""hinjihinjy""]"
voahinjitra,"[""voa"", ""hinjitra""]"
voahintsa,"[""voa"", ""hintsa""]"
voahintsana,"[""voa"", ""hintsana""]"
voahipoka,"[""voa"", ""hipoka""]"
voahira,"[""voa"", ""hira""]"
voahiratra,"[""voa"", ""hiratra""]"
voahirika,"[""voa"", ""hirika""]"
voahirike,"[""voa"", ""hirike""]"
voahirina,"[""voa"", ""hirina""]"
voahiry,"[""voa"", ""hiry""]"
voahitikitika,"[""voa"", ""hitika"", ""hitika""]"
voahitrikitrika,"[""voa"", ""hitrika"", ""hitrika""]"
voahitsaka,"[""voa"", ""hitsaka""]"
voahitsake,"[""voa"", ""hitsake""]"
voahitsakitsaka,"[""voa"", ""hitsaka"", ""hitsaka""]"
voahitsoka,"[""voa"", ""hitsoka""]"
voahity,"[""voa"", ""hity""]"
voahivingivina,"[""voa"", ""hivingivina""]"
voahivoka,"[""voa"", ""hivoka""]"
voahizina,"[""voa"", ""hizina""]"
voahobohobo,"[""voa"", ""hobohobo""]"
voahoby,"[""voa"", ""hoby""]"
voahodidina,"[""voa"", ""hodidina""]"
voahodidy,"[""voa"", ""hodidy""]"
voahodina,"[""voa"", ""hodina""]"
voahodivitra,"[""voa"", ""hodivitra""]"
voahodrahodra,"[""voa"", ""hodrahodra""]"
voahofa,"[""voa"", ""hofa""]"
voahofakofaka,"[""voa"", ""hofaka"", ""hofaka""]"
voahofokofoka,"[""voa"", ""hofoka"", ""hofoka""]"
voahogo,"[""voa"", ""hogo""]"
voahoha,"[""voa"", ""hoha""]"
voahohoka,"[""voa"", ""hohoka""]"
voahohoke,"[""voa"", ""hohoke""]"
voahohona,"[""voa"", ""hohona""]"
voahohy,"[""voa"", ""hohy""]"
voaholitse,"[""voa"", ""holitse""]"
voahombo,"[""voa"", ""hombo""]"
voahomokomoka,"[""voa"", ""homoka"", ""homoka""]"
voahonaka,"[""voa"", ""honaka""]"
voahondrahondra,"[""voa"", ""hondrahondra""]"
voahonkona,"[""voa"", ""honkona""]"
voahontsana,"[""voa"", ""hontsa"", ""ana""]"
voahontsina,"[""voa"", ""hontsina""]"
voahoraka,"[""voa"", ""horaka""]"
voahorira,"[""voa"", ""horira""]"
voahorirana,"[""voa"", ""ho"", ""rirana""]"
voahoro,"[""voa"", ""horo""]"
voahorohoro,"[""voa"", ""horohoro""]"
voahorona,"[""voa"", ""horona""]"
voahosa,"[""voa"", ""hosa""]"
voahosina,"[""voa"", ""hosina""]"
voahosotra,"[""voa"", ""hosotra""]"
voahosotse,"[""voa"", ""hosotse""]"
voahosy,"[""voa"", ""hosy""]"
voahota,"[""voa"", ""hota""]"
voahotikotika,"[""voa"", ""hotika"", ""hotika""]"
voahoto,"[""voa"", ""hoto""]"
voahotra,"[""voa"", ""ahotra""]"
voahotsaka,"[""voa"", ""hotsaka""]"
voahotsoke,"[""voa"", ""hotsoke""]"
voahovotrovotra,"[""voa"", ""hovotra"", ""hovotra""]"
voahozo,"[""voa"", ""hozo""]"
voahozongozona,"[""voa"", ""hozongozona""]"
voahy,"[""voa"", ""ahy""]"
voaidina,"[""voa"", ""idina""]"
voaiditra,"[""voa"", ""iditra""]"
voaifikifike,"[""voa"", ""ifikifike""]"
voaika,"[""voa"", ""aika""]"
voaiky,"[""voa"", ""aiky""]"
voaila,"[""voa"", ""ila""]"
voailika,"[""voa"", ""ilika""]"
voailitse,"[""voa"", ""ilitse""]"
voailo,"[""voa"", ""ilo""]"
voaily,"[""voa"", ""ily""]"
voaimbo,"[""voa"", ""imbo""]"
voaina,"[""voa"", ""ina""]"
voainana,"[""voa"", ""inana""]"
voaindrana,"[""voa"", ""indrana""]"
voainga,"[""voa"", ""ainga""]"
voaira,"[""voa"", ""ira""]"
voairaka,"[""voa"", ""iraka""]"
voairake,"[""voa"", ""irake""]"
voairitra,"[""voa"", ""iritra""]"
voairotra,"[""voa"", ""irotra""]"
voairy,"[""voa"", ""iry""]"
voaisa,"[""voa"", ""isa""]"
voaisake,"[""voa"", ""isake""]"
voaisina,"[""voa"", ""isina""]"
voaisotra,"[""voa"", ""aisotra""]"
voaisy,"[""voa"", ""isy""]"
voaita,"[""voa"", ""ita""]"
voaitatra,"[""voa"", ""itatra""]"
voaito,"[""voa"", ""ito""]"
voaiva,"[""voa"", ""iva""]"
voaivaka,"[""voa"", ""ivaka""]"
voaivakivaka,"[""voa"", ""ivaka"", ""ivaka""]"
voaizina,"[""voa"", ""a"", ""izina""]"
voajadona,"[""voa"", ""jadona""]"
voajaiko,"[""voa"", ""jaiko""]"
voajajirika,"[""voa"", ""jajirika""]"
voajamba,"[""voa"", ""jamba""]"
voajanjana,"[""voa"", ""janjana""]"
voajano,"[""voa"", ""jano""]"
voajanona,"[""voa"", ""janona""]"
voajapy,"[""voa"", ""japy""]"
voajaridina,"[""voa"", ""jaridina""]"
voajarika,"[""voa"", ""jarika""]"
voajaroboka,"[""voa"", ""ja"", ""roboka""]"
voajedana,"[""voa"", ""jedana""]"
voajenjina,"[""voa"", ""jenjina""]"
voajery,"[""voa"", ""jery""]"
voajiake,"[""voa"", ""jiake""]"
voajifa,"[""voa"", ""jifa""]"
voajijy,"[""voa"", ""jijy""]"
voajilojilo,"[""voa"", ""jilo"", ""jilo""]"
voajininika,"[""voa"", ""jininika""]"
voajinja,"[""voa"", ""jinja""]"
voajirika,"[""voa"", ""jirika""]"
voajobo,"[""voa"", ""jobo""]"
